StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,year_of_birth,sex,aff_com1_likert7,aff_com2_likert7,aff_com3_likert7rev,aff_com4_likert7rev,aff_com5_likert7rev,aff_com6_likert7,contin_com1_likert7,contin_com2_likert7,contin_com3_likert7,contin_com4_likert7,contin_com5_likert7,contin_com6_likert7,norm_com1_likert7rev,norm_com2_likert7,norm_com3_likert7,norm_com4_likert7,norm_com5_likert7,norm_com6_likert7,job_aff1_likert5,job_aff2_likert5,job_aff3_likert5,job_aff4_likert5
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_2ltEBMfh9RPAw1E,,,,,43.51809692,-80.18730164,test,,1996,male,Strongly Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Moderately Agree,Moderately Disagree,Slightly Agree,Neither Agree nor Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Slightly Agree,Neither Agree nor Disagree,Moderately Agree,Neither Agree nor Disagree,Moderately Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_6ooG1PykrAaHq8S,,,,,43.51809692,-80.18730164,test,,1949,intersex,Neither Agree nor Disagree,Slightly Disagree,Moderately Disagree,Slightly Agree,Strongly Disagree,Moderately Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_4NuGXwUqqS9ztXw,,,,,43.51809692,-80.18730164,test,,1963,intersex,Slightly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Slightly Agree,Slightly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Strongly Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Slightly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_a9Lmr6EU9Re1HNk,,,,,43.51809692,-80.18730164,test,,1952,intersex,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Slightly Agree,Moderately Disagree,Slightly Agree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,Slightly Agree,Neutral,Neutral,Strongly Disagree,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_73ZCgD1lgTNJGxE,,,,,43.51809692,-80.18730164,test,,1965,male,Slightly Disagree,Moderately Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Moderately Disagree,Neither Agree nor Disagree,Moderately Disagree,Moderately Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_6Jw0BCNCT8hdCgS,,,,,43.51809692,-80.18730164,test,,1960,female,Moderately Disagree,Slightly Agree,Moderately Disagree,Neither Agree nor Disagree,Moderately Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Slightly Disagree,Slightly Agree,Strongly Disagree,Neither Agree nor Disagree,Moderately Disagree,Slightly Disagree,Strongly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Disagree,Strongly Agree,Agree,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_0lmLjW33saVotLM,,,,,43.51809692,-80.18730164,test,,1985,male,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Slightly Agree,Moderately Disagree,Slightly Disagree,Neither Agree nor Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Strongly Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_ePD9psSsu7xIOsS,,,,,43.51809692,-80.18730164,test,,1962,intersex,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Neither Agree nor Disagree,Strongly Disagree,Slightly Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Moderately Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Disagree,Neutral,Strongly Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_5b6lqZswDNhUTX0,,,,,43.51809692,-80.18730164,test,,1958,intersex,Slightly Disagree,Moderately Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Slightly Disagree,Moderately Disagree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Strongly Disagree,Slightly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Strongly Agree,Neutral,Disagree,Neutral,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_5hIwCtKNeLYD41w,,,,,43.51809692,-80.18730164,test,,1954,intersex,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Slightly Disagree,Moderately Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Moderately Agree,Neither Agree nor Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Neutral,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_6D7woPCEeWqjcaO,,,,,43.51809692,-80.18730164,test,,1946,male,Moderately Disagree,Strongly Disagree,Slightly Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_2h3NITnWYjvXGjs,,,,,43.51809692,-80.18730164,test,,1996,male,Slightly Agree,Moderately Disagree,Neither Agree nor Disagree,Moderately Disagree,Slightly Disagree,Slightly Agree,Moderately Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Strongly Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Strongly Agree,Neutral,Agree,Disagree,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_6lM8QkhLkWlANoi,,,,,43.51809692,-80.18730164,test,,1970,intersex,Moderately Disagree,Slightly Disagree,Moderately Disagree,Neither Agree nor Disagree,Slightly Disagree,Strongly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Moderately Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_b71olusw8QNtFAi,,,,,43.51809692,-80.18730164,test,,1999,intersex,Moderately Disagree,Moderately Agree,Moderately Disagree,Slightly Disagree,Moderately Disagree,Neither Agree nor Disagree,Strongly Agree,Moderately Disagree,Neither Agree nor Disagree,Moderately Disagree,Strongly Agree,Moderately Disagree,Slightly Disagree,Slightly Agree,Strongly Disagree,Neither Agree nor Disagree,Moderately Disagree,Neither Agree nor Disagree,Strongly Disagree,Agree,Disagree,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_79FacoPVUNtTEB8,,,,,43.51809692,-80.18730164,test,,2008,female,Moderately Agree,Slightly Agree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Slightly Agree,Slightly Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Slightly Agree,Moderately Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neutral,Strongly Agree,Agree,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_cGCD5IX3FWE0oUC,,,,,43.51809692,-80.18730164,test,,1985,female,Strongly Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Moderately Agree,Moderately Disagree,Slightly Disagree,Strongly Agree,Neither Agree nor Disagree,Moderately Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,Slightly Disagree,Disagree,Strongly Disagree,Disagree,Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_bPXMsejLpmSYKVg,,,,,43.51809692,-80.18730164,test,,1998,female,Strongly Agree,Moderately Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Moderately Agree,Slightly Agree,Slightly Agree,Moderately Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Moderately Agree,Slightly Disagree,Strongly Agree,Neither Agree nor Disagree,Moderately Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_cNK6YZ1XaJoPNVY,,,,,43.51809692,-80.18730164,test,,1981,male,Strongly Disagree,Slightly Disagree,Strongly Disagree,Moderately Disagree,Neither Agree nor Disagree,Moderately Disagree,Neither Agree nor Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Slightly Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Slightly Agree,Moderately Agree,Strongly Agree,Neutral,Disagree,Disagree,Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_et9dqJj9uKAZC3I,,,,,43.51809692,-80.18730164,test,,2000,female,Slightly Disagree,Strongly Disagree,Moderately Agree,Slightly Agree,Moderately Agree,Strongly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Moderately Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_3OwgkUzUISHHUHQ,,,,,43.51809692,-80.18730164,test,,1968,male,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Agree,Slightly Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,Strongly Agree,Moderately Disagree,Neither Agree nor Disagree,Strongly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Strongly Disagree,Neutral,Disagree,Neutral
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_bae3Sy3YCJ67QpM,,,,,43.51809692,-80.18730164,test,,1992,male,Slightly Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Moderately Agree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_0ppNWExnhbuzYVM,,,,,43.51809692,-80.18730164,test,,1993,male,Strongly Disagree,Strongly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Moderately Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Neutral
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_eqxhIbPYtoOBUNw,,,,,43.51809692,-80.18730164,test,,1952,intersex,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Neither Agree nor Disagree,Moderately Disagree,Strongly Disagree,Slightly Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Strongly Disagree,Agree,Disagree,Strongly Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_9LZtBAc2LKWQb3M,,,,,43.51809692,-80.18730164,test,,1953,intersex,Slightly Agree,Neither Agree nor Disagree,Moderately Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Slightly Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Agree,Disagree,Strongly Agree,Strongly Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_784NLHZDxQyTHQG,,,,,43.51809692,-80.18730164,test,,1969,intersex,Strongly Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Moderately Agree,Strongly Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Slightly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_3EmevcGquyfrFgW,,,,,43.51809692,-80.18730164,test,,2000,intersex,Moderately Disagree,Slightly Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Moderately Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Slightly Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Neutral,Neutral,Strongly Agree,Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,1,TRUE,2021-08-11 16:11,R_9z2NB745LXV9PSe,,,,,43.51809692,-80.18730164,test,,1949,female,Slightly Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Moderately Agree,Strongly Agree,Moderately Disagree,Neither Agree nor Disagree,Slightly Disagree,Strongly Disagree,Moderately Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Moderately Agree,Slightly Disagree,Slightly Agree,Disagree,Neutral,Disagree,Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_2se8GqDBJRNDN5A,,,,,43.51809692,-80.18730164,test,,1958,female,Moderately Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Moderately Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Agree,Strongly Disagree,Disagree,Neutral
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_bIsoN4xcEIU9xwq,,,,,43.51809692,-80.18730164,test,,1945,female,Slightly Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Moderately Agree,Slightly Agree,Moderately Disagree,Moderately Agree,Slightly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Neutral
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_exEFSCCgVefeQKy,,,,,43.51809692,-80.18730164,test,,1965,male,Neither Agree nor Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Slightly Agree,Moderately Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Moderately Disagree,Moderately Agree,Slightly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_4HgJ78fOk1EcF1Q,,,,,43.51809692,-80.18730164,test,,1985,intersex,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Strongly Disagree,Moderately Disagree,Slightly Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_7PboBgWTH5RjxSC,,,,,43.51809692,-80.18730164,test,,1992,female,Neither Agree nor Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Neither Agree nor Disagree,Moderately Agree,Slightly Agree,Strongly Disagree,Slightly Agree,Slightly Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Neither Agree nor Disagree,Moderately Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_eJzN8KUD990Eu9g,,,,,43.51809692,-80.18730164,test,,1960,intersex,Slightly Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Neither Agree nor Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Neutral
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_a5WuKYjJdYVw7lk,,,,,43.51809692,-80.18730164,test,,1979,male,Strongly Agree,Slightly Disagree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Strongly Disagree,Moderately Agree,Slightly Agree,Slightly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Moderately Agree,Strongly Disagree,Disagree,Neutral,Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_a4uQaofwB9I2UPc,,,,,43.51809692,-80.18730164,test,,1981,intersex,Moderately Agree,Neither Agree nor Disagree,Moderately Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Disagree,Strongly Disagree,Agree,Disagree,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_eP6LTLgYv3mmhfw,,,,,43.51809692,-80.18730164,test,,1988,intersex,Slightly Agree,Slightly Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Strongly Agree,Moderately Agree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Disagree,Neutral,Neutral
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_0dgQd893yvAnWv4,,,,,43.51809692,-80.18730164,test,,1986,intersex,Moderately Agree,Slightly Agree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Slightly Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Strongly Agree,Moderately Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Moderately Agree,Strongly Agree,Slightly Disagree,Moderately Agree,Neutral,Neutral,Neutral,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_56V3MtAE87d2q3k,,,,,43.51809692,-80.18730164,test,,1979,male,Slightly Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Slightly Disagree,Moderately Agree,Slightly Disagree,Neutral,Agree,Strongly Disagree,Neutral
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_bQoVRrxluqdbRcy,,,,,43.51809692,-80.18730164,test,,1957,male,Moderately Agree,Slightly Agree,Moderately Disagree,Strongly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Moderately Disagree,Strongly Agree,Slightly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_0GPk5w2ypfLFb7M,,,,,43.51809692,-80.18730164,test,,1950,intersex,Strongly Agree,Strongly Agree,Slightly Disagree,Moderately Agree,Slightly Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Agree,Neutral
